Path,Window,Basis,Start,End,Sessions,Calendar years touched,Complete calendar years,Elapsed years,CAGR,Annualized volatility,Sharpe (rf=0),HAC Sharpe,Sortino,Max drawdown,Calmar,Hit rate,Annual one-way turnover,Annual cost drag,Mean risk weight,HAC convention,Selection adjusted,Permitted use,Limitation
etf_regime_allocation,"the only full equity bear market in the panel 2007-07-01..2009-06-30, whole episode",straddles_the_first_boundary_partly_in_sample,2007-07-02,2009-06-30,504,3,1,2.0041479291155877,-0.002016542789675905,0.0674250560140268,0.0036987325166252085,0.0037863960017499713,0.00526816067482556,-0.11161647830533317,-0.01806671219422941,0.49603174603174605,2.535502195198444,0.001005087551525357,0.533619668038891,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"the only full equity bear market in the panel, and it straddles the first boundary 2009-01-02: 380 of its 504 sessions lie in the training span and 124 fall inside the first out-of-sample fold; a description of one path across a boundary and not evidence for either claim on its own",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
faber_trend_equal_weight,"the only full equity bear market in the panel 2007-07-01..2009-06-30, whole episode",straddles_the_first_boundary_partly_in_sample,2007-07-02,2009-06-30,504,3,1,2.0041479291155877,0.00797196249966359,0.06530072822598508,0.15449863358065113,0.15835103564295477,0.21965994803131758,-0.10782407448868248,0.07393490310459702,0.501984126984127,1.78268668636747,0.0006745093700456115,0.4838136312189248,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"the only full equity bear market in the panel, and it straddles the first boundary 2009-01-02: 380 of its 504 sessions lie in the training span and 124 fall inside the first out-of-sample fold; a description of one path across a boundary and not evidence for either claim on its own",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
faber_trend_inverse_volatility,"the only full equity bear market in the panel 2007-07-01..2009-06-30, whole episode",straddles_the_first_boundary_partly_in_sample,2007-07-02,2009-06-30,504,3,1,2.0041479291155877,0.029488084495011162,0.0630104709217451,0.4936811973486566,0.4261819832730861,0.7275675379372794,-0.07778659704589497,0.37908952975038696,0.5297619047619048,2.3889119064427278,0.0009535217033560563,0.6998025906116158,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"the only full equity bear market in the panel, and it straddles the first boundary 2009-01-02: 380 of its 504 sessions lie in the training span and 124 fall inside the first out-of-sample fold; a description of one path across a boundary and not evidence for either claim on its own",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
momentum_inverse_volatility,"the only full equity bear market in the panel 2007-07-01..2009-06-30, whole episode",straddles_the_first_boundary_partly_in_sample,2007-07-02,2009-06-30,504,3,1,2.0041479291155877,0.015037072716565509,0.0720067610577399,0.2437144515578897,0.20797549023640505,0.3459998562498894,-0.11818745310903389,0.1272307027607495,0.5119047619047619,1.4560968723834995,0.0005725071359516541,0.8132956957074373,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"the only full equity bear market in the panel, and it straddles the first boundary 2009-01-02: 380 of its 504 sessions lie in the training span and 124 fall inside the first out-of-sample fold; a description of one path across a boundary and not evidence for either claim on its own",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
sixty_forty_rebalanced_monthly,"the only full equity bear market in the panel 2007-07-01..2009-06-30, whole episode",straddles_the_first_boundary_partly_in_sample,2007-07-02,2009-06-30,504,3,1,2.0041479291155877,-0.08062334586952201,0.18894078273122158,-0.3515250993601449,-0.4190735560333264,-0.4997335983440295,-0.3227347948057252,-0.24981299558374045,0.5,0.39997994896180783,0.00014242174091849507,1.0,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"the only full equity bear market in the panel, and it straddles the first boundary 2009-01-02: 380 of its 504 sessions lie in the training span and 124 fall inside the first out-of-sample fold; a description of one path across a boundary and not evidence for either claim on its own",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
sixty_forty_buy_and_hold,"the only full equity bear market in the panel 2007-07-01..2009-06-30, whole episode",straddles_the_first_boundary_partly_in_sample,2007-07-02,2009-06-30,504,3,1,2.0041479291155877,-0.07882129989671234,0.16070155297847838,-0.4316849575750654,-0.49982630304356107,-0.6103360056378648,-0.27844100109296044,-0.2830807948086533,0.4880952380952381,0.0,0.0,1.0,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"the only full equity bear market in the panel, and it straddles the first boundary 2009-01-02: 380 of its 504 sessions lie in the training span and 124 fall inside the first out-of-sample fold; a description of one path across a boundary and not evidence for either claim on its own",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
equal_weight_panel,"the only full equity bear market in the panel 2007-07-01..2009-06-30, whole episode",straddles_the_first_boundary_partly_in_sample,2007-07-02,2009-06-30,504,3,1,2.0041479291155877,-0.05861188608172844,0.2070858195400404,-0.18881128519508839,-0.2143601234884385,-0.26898588078498936,-0.33166562571832414,-0.17671980915956043,0.5,0.66990425404716,0.00021471422120059201,0.9043691995014499,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"the only full equity bear market in the panel, and it straddles the first boundary 2009-01-02: 380 of its 504 sessions lie in the training span and 124 fall inside the first out-of-sample fold; a description of one path across a boundary and not evidence for either claim on its own",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
etf_regime_allocation,"the only full equity bear market in the panel, in-sample part 2007-07-01..2008-12-31",in_sample_training_span,2007-07-02,2008-12-31,380,2,1,1.5085867608506678,0.017669989248359427,0.06640022767052209,0.29711962471171804,0.2842214143027075,0.4193508512158016,-0.10782407448868248,0.16387795890809265,0.5157894736842106,1.8478203566138631,0.0006902925585043772,0.5023151205426806,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"the part of the episode inside the training span; reused history the specification was written with, and not evidence",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
faber_trend_equal_weight,"the only full equity bear market in the panel, in-sample part 2007-07-01..2008-12-31",in_sample_training_span,2007-07-02,2008-12-31,380,2,1,1.5085867608506678,0.017669989248359427,0.06640022767052209,0.29711962471171804,0.2842214143027075,0.4193508512158016,-0.10782407448868248,0.16387795890809265,0.5157894736842106,1.8478203566138631,0.0006902925585043772,0.5023151205426806,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"the part of the episode inside the training span; reused history the specification was written with, and not evidence",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
faber_trend_inverse_volatility,"the only full equity bear market in the panel, in-sample part 2007-07-01..2008-12-31",in_sample_training_span,2007-07-02,2008-12-31,380,2,1,1.5085867608506678,0.06987140540068325,0.05966542447479644,1.1624108260438903,0.9090869426038992,1.7432391589879275,-0.07778659704589497,0.8982447883593407,0.5447368421052632,1.9530098724675435,0.0007526341337055678,0.7172637376724379,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"the part of the episode inside the training span; reused history the specification was written with, and not evidence",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
momentum_inverse_volatility,"the only full equity bear market in the panel, in-sample part 2007-07-01..2008-12-31",in_sample_training_span,2007-07-02,2008-12-31,380,2,1,1.5085867608506678,0.0480722942773223,0.07238591766490915,0.685189412320969,0.5437059023431322,0.977134530346066,-0.11818745310903389,0.40674617324203766,0.5342105263157895,1.0924696318857916,0.00041134706024012035,0.8796485991523995,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"the part of the episode inside the training span; reused history the specification was written with, and not evidence",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
sixty_forty_rebalanced_monthly,"the only full equity bear market in the panel, in-sample part 2007-07-01..2008-12-31",in_sample_training_span,2007-07-02,2008-12-31,380,2,1,1.5085867608506678,-0.1055602727540581,0.18677375138848795,-0.504281400115478,-0.6434423586052314,-0.7085718610843004,-0.2885227666804209,-0.36586462125181546,0.5,0.3260715030880927,0.00011578763673656845,1.0,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"the part of the episode inside the training span; reused history the specification was written with, and not evidence",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
sixty_forty_buy_and_hold,"the only full equity bear market in the panel, in-sample part 2007-07-01..2008-12-31",in_sample_training_span,2007-07-02,2008-12-31,380,2,1,1.5085867608506678,-0.09024507103503707,0.16547070366218317,-0.4891601918924371,-0.5888495686386191,-0.6855475762723408,-0.25914802306459617,-0.34823754380924704,0.49736842105263157,0.0,0.0,1.0,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"the part of the episode inside the training span; reused history the specification was written with, and not evidence",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
equal_weight_panel,"the only full equity bear market in the panel, in-sample part 2007-07-01..2008-12-31",in_sample_training_span,2007-07-02,2008-12-31,380,2,1,1.5085867608506678,-0.09365025474506694,0.19872384400905196,-0.3956683223139986,-0.4436942255074511,-0.5583367993785596,-0.33166562571832414,-0.28236346332918416,0.49473684210526314,0.6073464130844053,0.00019831305265401132,0.9026594449870118,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"the part of the episode inside the training span; reused history the specification was written with, and not evidence",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
etf_regime_allocation,"the only full equity bear market in the panel, first-fold part 2009-01-02..2009-06-30",selector_out_of_sample,2009-01-02,2009-06-30,124,1,0,0.49556116826491986,-0.05963274013173198,0.07033971163720901,-0.845121749937116,-1.0417964266356392,-1.2326997379047422,-0.06183003485102356,-0.9644623405989362,0.43548387096774194,4.642914281183451,0.001969781884976747,0.6295529587530847,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"chronological replay on the ETF panel; out of sample with respect to the selector only, and not with respect to specification choices already informed by this panel",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
faber_trend_equal_weight,"the only full equity bear market in the panel, first-fold part 2009-01-02..2009-06-30",selector_out_of_sample,2009-01-02,2009-06-30,124,1,0,0.49556116826491986,-0.020985545566864584,0.061772439016930025,-0.3149118086531484,-0.3990431761554145,-0.4596101098861886,-0.04444007168588515,-0.4722212357170863,0.4596774193548387,1.58308350335433,0.0006261415344461683,0.42711551877515697,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"chronological replay on the ETF panel; out of sample with respect to the selector only, and not with respect to specification choices already informed by this panel",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
faber_trend_inverse_volatility,"the only full equity bear market in the panel, first-fold part 2009-01-02..2009-06-30",selector_out_of_sample,2009-01-02,2009-06-30,124,1,0,0.49556116826491986,-0.08430259812281277,0.07180218022462652,-1.1992187665993885,-1.4098840420187424,-1.6955258197408838,-0.06983348328582906,-1.2071945169591713,0.4838709677419355,3.7247407202376475,0.0015691449006720694,0.6462926238123217,"inference.hac_standard_error; Bartlett kernel, 1/n scaling",False,"chronological replay on the ETF panel; out of sample with respect to the selector only, and not with respect to specification choices already informed by this panel",survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
