Date,SPY,IWM,IYR,EFA,EEM,SHY,IEF,TLT,LQD,GLD,DBC
2006-03-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-05-31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-06-30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-08-31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-09-01,0.0019322169805163795,0.0019322169805163795,0.0019322169805163795,0.0019322169805163795,0.0019322169805163795,0.984542264155869,0.0019322169805163795,0.0019322169805163795,0.0,0.0019322169805163795,0.0
2006-09-05,0.0038276394123068175,0.003840933956016354,0.0038398315932771272,0.003833933266911572,0.003834275810887543,0.9693323269205791,0.003817997571996956,0.0038124454117516113,0.0,0.003860616056272939,0.0
2006-09-06,0.005653814051404988,0.005620557191608087,0.005679079070107506,0.005630376368139781,0.0055867860251330725,0.954799904220503,0.005674270714269224,0.00566657782071341,0.0,0.005688634538120978,0.0
2006-09-07,0.007488321771594426,0.007433452520130884,0.007502333867238035,0.007425762877954246,0.007387782255636889,0.9402824760606371,0.007536875301801346,0.007536121365669844,0.0,0.007406873979337404,0.0
2006-09-08,0.00939591757646638,0.009350370641131877,0.009462133565579832,0.009317863752253937,0.009337223807613464,0.9250533591542471,0.009428972525627796,0.009427001419233113,0.0,0.009227157557846696,0.0
2006-09-11,0.011298513877114572,0.011234645968225642,0.011365870211316608,0.011161448597456663,0.011041279046435554,0.9104653602549926,0.01130467429218521,0.011311003108193867,0.0,0.01081720464407955,0.0
2006-09-12,0.013249241935322353,0.01333477000208895,0.013348167805563763,0.01313531833373095,0.013078797807470902,0.8948103103865729,0.01317974676589588,0.01320986222596236,0.0,0.012653784737392117,0.0
2006-09-13,0.015147326607336862,0.015285090714334917,0.01530553781154121,0.014964118402428794,0.015120551747095654,0.8794770040245662,0.015042800332490862,0.01506495288881721,0.0,0.014592617471388302,0.0
2006-09-14,0.01701737260028703,0.017095249047387014,0.017166557984047644,0.01686143178655997,0.01687246496306629,0.8650410095196128,0.016889205187342465,0.01690542218875325,0.0,0.016151286722943498,0.0
2006-09-15,0.0188983437044239,0.018972047273022045,0.0190431528927249,0.01867978533517686,0.018818029681296467,0.8500189543706326,0.018729689970642352,0.018741963471328924,0.0,0.018098033300751933,0.0
2006-09-18,0.020769226431021817,0.020809460980869273,0.020778130017438643,0.02061289780827617,0.020868875868997824,0.8347944055315709,0.020560218013196692,0.02056933015566438,0.0,0.020237455192964195,0.0
2006-09-19,0.022555178540427642,0.0225555853088929,0.02273765217339671,0.022278020698597262,0.022395295920215687,0.8206448692695388,0.022523128810148525,0.022632925560418092,0.0,0.021677343718364307,0.0
2006-09-20,0.02452314971115006,0.024693929757189148,0.02451386668295483,0.024356495981084546,0.024691290012609758,0.8046059198018151,0.024386668361242595,0.02451502288572258,0.0,0.023713656806231498,0.0
2006-09-21,0.026297586891508372,0.026318959932419395,0.026165640935372853,0.02630680935019613,0.02600472429722751,0.789933655453905,0.02644276774238809,0.026608165936677804,0.0,0.025921689460304865,0.0
2006-09-22,0.028131906690910938,0.027903625567612698,0.02820887108921333,0.028094758829631087,0.027630193340775464,0.7749187555853196,0.02841300240978859,0.028613223869376248,0.0,0.028085662617372116,0.0
2006-09-25,0.03023501181943299,0.03013195825370875,0.030091357517326816,0.030111221057423778,0.029872434787143843,0.7585202904645018,0.030381583233026168,0.030660688120315072,0.0,0.029995454747120908,0.0
2006-09-26,0.03238366264330268,0.03214966602437708,0.032028008671122564,0.03210840150130854,0.032146160464661226,0.7424897688853245,0.03221940383413221,0.032425099953343285,0.0,0.03204982802242815,0.0
2006-09-27,0.03427065024431917,0.03423710214942089,0.03416732253158945,0.03417304200592605,0.0339574765627559,0.7264637907014257,0.03408161860828579,0.03418895157962254,0.0,0.03446004561665467,0.0
2006-09-28,0.03615070223429018,0.03601156029484444,0.03596489230519468,0.036160546794105866,0.03612707023400288,0.7112611242298005,0.0359653991001382,0.036038889896563314,0.0,0.0363198149110601,0.0
2006-09-29,0.038073064799250024,0.037704086886932754,0.03789580247999227,0.03803781224508,0.03782569326218574,0.6965210848804754,0.0379029486962849,0.03796253014625488,0.0,0.03807697660354412,0.0
2006-10-02,0.04246944181995126,0.042088910394638475,0.04244032069366533,0.042609179341841545,0.031598618520600655,0.6820704353841602,0.04249505207413505,0.04255826722698939,0.0,0.03166977454401801,0.0
2006-10-03,0.04696167866436367,0.046705480747330386,0.047104194327570285,0.04700431415687402,0.025420703220081987,0.6678079553958297,0.04692831936842727,0.046933718665503533,0.0,0.025133635454019084,0.0
2006-10-04,0.051049388111574556,0.051049388111574556,0.051049388111574556,0.051049388111574556,0.02,0.6537036713305525,0.051049388111574556,0.051049388111574556,0.0,0.02,0.0
2006-10-05,0.05112764829186918,0.051679854330410904,0.0513403511292509,0.0510887787122562,0.020257742594206405,0.6527952501630485,0.0508517473032708,0.05067143095064357,0.0,0.02018719652504329,0.0
2006-10-06,0.0512069178549536,0.05155859518453397,0.051107800032052876,0.05077771061143645,0.02026347523192503,0.6538141413812324,0.050718403354536014,0.05028410720609739,0.0,0.02026884914323213,0.0
2006-10-09,0.051181808994890846,0.05189519508523408,0.0513965156296986,0.0507599786008505,0.020165817699818008,0.653188059336405,0.050724847502826034,0.05036625771895565,0.0,0.0203215194313212,0.0
2006-10-10,0.05131752882449356,0.051991630871620995,0.05148372673917142,0.050886508156485724,0.020374777755809006,0.6531503346365458,0.0504845924795044,0.05003375584831151,0.0,0.020277144688057528,0.0
2006-10-11,0.05130199854894772,0.05183379263614191,0.05139248802845386,0.05089403540319603,0.020284022629515595,0.6536441896864313,0.05046761184651529,0.04992957335866239,0.0,0.02025228786213591,0.0
2006-10-12,0.05155955313287547,0.052689375074314586,0.05169320827628103,0.05125321371404539,0.020703388562119524,0.6516116397901865,0.05031615591681289,0.04977783810457853,0.0,0.020395627428786013,0.0
2006-10-13,0.05163691377798124,0.053052640967603974,0.0521367209996068,0.05128775284408003,0.020803831456972025,0.6506735288009924,0.050176903716997685,0.04947506263261942,0.0,0.020756644803146287,0.0
2006-10-16,0.05162802507841342,0.05327611062549824,0.0522675277367235,0.05139301904737581,0.02082539696118353,0.6498879982130447,0.05017679115973519,0.04961163531831079,0.0,0.020933495859714803,0.0
2006-10-17,0.05153206516143704,0.0530792150199877,0.05207594028374316,0.0511399404352836,0.020578753820304795,0.6508061642007522,0.05029643886850479,0.04971523640724789,0.0,0.02077624580273874,0.0
2006-10-18,0.05155518815121272,0.05304003698655517,0.05234751572933753,0.05122157909918101,0.020762716890956007,0.6503214961469868,0.05024048266032712,0.049774042017982335,0.0,0.020736942317461263,0.0
2006-10-19,0.0515987586360514,0.05325758383141904,0.052178270349812705,0.05156786660822572,0.020838528670465394,0.6497431934709025,0.05015934215554819,0.04964536102675418,0.0,0.021011095250820806,0.0
2006-10-20,0.05163865907833709,0.052763635980995004,0.052142522197507674,0.051759593892461556,0.020752224178101863,0.65034680376156,0.050174904128444636,0.04962185399557739,0.0,0.020799802787014675,0.0
2006-10-23,0.05189770522985373,0.05289003843142435,0.052409717173302936,0.05182536708727951,0.02074239160785888,0.6502888042363286,0.05005494020031188,0.049443775229876294,0.0,0.020447260803763623,0.0
2006-10-24,0.05202913802736558,0.052970997206290914,0.052237509861335345,0.05180953279961346,0.020851314639471725,0.6499970647552115,0.05009968548477054,0.04942159323745067,0.0,0.020583163988490027,0.0
2006-10-25,0.05205493557184674,0.05316515591008222,0.05235015566955476,0.05202146395642559,0.021032654938967717,0.6488390394414403,0.05013697545129637,0.04966804755884356,0.0,0.02073157150154261,0.0
2006-10-26,0.05205762309362676,0.05344717801470203,0.05269835663322905,0.05226106312957465,0.021019231324975005,0.6476696146719796,0.050154251045301884,0.04983785193891059,0.0,0.020854830147700405,0.0
2006-10-27,0.05177909853676856,0.05287161999113776,0.05240614098572324,0.05194779955921401,0.020687776618931945,0.6489148740726087,0.05036472721756523,0.05011512845536419,0.0,0.020912834562686222,0.0
2006-10-30,0.051718336179286443,0.0530769484166782,0.05288414542874074,0.051813857303875215,0.02060754094340856,0.6482197724188525,0.05036643554429669,0.05023355699570606,0.0,0.021079406769155568,0.0
2006-10-31,0.05161748377105474,0.05281485700656524,0.05272449935655043,0.0517497721947624,0.020964949433723352,0.6479366498251227,0.05049990053482616,0.05053110021246929,0.0,0.02116078766492568,0.0
2006-11-01,0.05209945040220437,0.052366825175216035,0.052767681095420876,0.052360016154313786,0.031832954985018834,0.6340281789037602,0.05170515686024398,0.05179515724480031,0.0,0.02104457917902164,0.0
2006-11-02,0.052882853193193476,0.05299374531670841,0.052722765884004416,0.053126682431611616,0.04275993580303732,0.6196145136805653,0.05262813583131155,0.05263809765133794,0.0,0.020633270208229946,0.0
2006-11-03,0.05361437542657561,0.05363267017361291,0.05359121757905183,0.053619664872891604,0.05322064265534404,0.605113627749673,0.05359204574974601,0.05358355352774079,0.0,0.020032202265364143,0.0
2006-11-06,0.05364301998124717,0.05364301998124717,0.05364301998124717,0.05364301998124717,0.05364301998124717,0.6044988601312699,0.05364301998124717,0.05364301998124717,0.0,0.02,0.0
2006-11-07,0.05378855742990651,0.05393680135050723,0.05307916209360289,0.053643095477798844,0.05335465770846221,0.6045766139455884,0.053764806373985646,0.05383030722296453,0.0,0.02002599839718367,0.0
2006-11-08,0.0538523395784581,0.05415991592275036,0.05314810818590581,0.05360575098637785,0.053439361909654884,0.6042881695478496,0.05382914478866953,0.05397066872035666,0.0,0.01970654035997705,0.0
2006-11-09,0.0535827675200325,0.05367838486197634,0.0532956769928213,0.05334847312929994,0.053635221199583555,0.6043642688379594,0.0538361557767083,0.05395406155037719,0.0,0.020304990131241214,0.0
2006-11-10,0.053518255076617643,0.0540353588648781,0.05343621154005263,0.05347132956641132,0.05362328297086579,0.6038267859147999,0.05386466841602363,0.05410050262450376,0.0,0.020123605025846952,0.0
2006-11-13,0.05364919274382768,0.054112341544817213,0.053529331349745725,0.05313278878657118,0.05380474408529945,0.6038190424502472,0.053838051339766615,0.054087768261266954,0.0,0.020026739438457588,0.0
2006-11-14,0.0538554936139032,0.05495711373934783,0.05388902051104235,0.053523296479398665,0.05444617810894601,0.6017009988351018,0.05375230343714697,0.05410127251472209,0.0,0.019774322760390733,0.0
2006-11-15,0.05400358351385013,0.05536586452406637,0.05400298336384996,0.05350218142906663,0.05454073695779007,0.6012565019599105,0.053597599585954434,0.05389112639273119,0.0,0.01983942227278027,0.0
2006-11-16,0.054200681443027775,0.055383182232416076,0.05432839027930786,0.0534474310758394,0.05404939076636672,0.6016779293470945,0.0535195126267864,0.053702930744217774,0.0,0.01969055148494304,0.0
2006-11-17,0.05415664270029907,0.055287244198533494,0.054202026946147945,0.0532317217490562,0.05392960162474197,0.6017686159217357,0.05365451676190777,0.05394989992641889,0.0,0.019819730171158585,0.0
2006-11-20,0.05410788790233316,0.05528328684510778,0.05583537982529317,0.05275021897018114,0.05363897506755077,0.6010344340298704,0.053607929001087976,0.053954480209284436,0.0,0.019787408149290885,0.0
2006-11-21,0.054014092794509555,0.055223591912341025,0.056633649529283264,0.05286704192043009,0.054346005371186834,0.5995448119719766,0.05353889421695746,0.05393873551470056,0.0,0.019893176768614407,0.0
2006-11-22,0.0540178693607114,0.05518064868802275,0.05668430632672632,0.05327862445190954,0.05462257129234043,0.5988431690436476,0.053519689285071066,0.05392474518885762,0.0,0.019928376362713152,0.0
2006-11-24,0.05379636883308164,0.054925864346695434,0.05695313025917466,0.0529931789539273,0.054609494780298896,0.5988843004930342,0.05357445779979344,0.054017106674591996,0.0,0.020246097859402314,0.0
2006-11-27,0.0532858169835622,0.05392732761042189,0.05564677524751464,0.052781646782713916,0.05380898944870719,0.6018463374025792,0.053857469290582966,0.054448027939000505,0.0,0.020397609294917393,0.0
2006-11-28,0.05341969356052579,0.05401171858738961,0.05569878158818287,0.05315536978502599,0.05402273313611071,0.6010536097409191,0.05385626176764207,0.054462782693487546,0.0,0.020319049140716066,0.0
2006-11-29,0.05380223069342355,0.054535599911435355,0.056347204846609315,0.053585045404712255,0.054718959392566685,0.5991089091718927,0.05361788302303464,0.054161485803830275,0.0,0.020122681752495035,0.0
2006-11-30,0.053672894903050515,0.054388245266391876,0.05681573227067015,0.053663027657537686,0.05480871350412496,0.5980827612847012,0.053747527800319515,0.05436459083147001,0.0,0.020456506481733923,0.0
2006-12-01,0.05480971856342719,0.05530756543354689,0.05727566918210246,0.054842713254477836,0.055621123554877874,0.5828679552756444,0.0550600393244642,0.05555721071000472,0.0,0.028658004701454316,0.0
2006-12-04,0.05625038516924516,0.057107034916401844,0.05827953755344489,0.05622922061354888,0.05738286585500101,0.5651927651107583,0.05612313889053754,0.05656140946307731,0.0,0.03687364242798506,0.0
2006-12-05,0.0576131526396214,0.05802893260903175,0.058476079470658596,0.05764639131279902,0.058810521707382865,0.5495202994476198,0.05733238478580741,0.05748822355276524,0.0,0.04508401447431395,0.0
2006-12-06,0.05875913364367043,0.05887690024623738,0.05913413647042269,0.05873974545601615,0.05913043646878409,0.5351584693323655,0.05861763022356567,0.058675486327771316,0.0,0.05290806183116688,0.0
