Date,EMD,ES,FCE,FDAX,FESX,FSMI,HTW,LFT,NKD,NQ,RTY,SNK,SXF,YAP,YM,CGB,FGBL,FGBM,FGBS,FGBX,LLG,SJB,YXT,YYT,ZT,ZF,ZN,ZB,6A,6B,6C,6E,6J,6M,6N,6S,BRN,CL,GAS,HO,NG,RB,GC,HG,PA,PL,SI,CC,CT,GF,HE,KC,KE,LE,RS,SB,ZC,ZL,ZM,ZS,ZW
1978-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0755323212328554e-05,0.0
1979-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.9913663763939355e-05,0.0,0.0,7.50257243177278e-06,1.9595905001684766e-05
1979-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.016271357283529e-05,1.135651213676745e-05,1.5111440674891199e-05,7.50257243177278e-06,1.9595905001684766e-05
1979-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.016271357283529e-05,1.9160278699394037e-05,1.5111440674891199e-05,7.50257243177278e-06,1.3530803223811808e-05
1979-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.488333160181386e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.568085694544172e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.116110932279526e-06,3.4173731066246865e-06,1.2440069628450828e-06,8.24724495620049e-07,1.0294658831493265e-06
1979-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.327980519983072e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.568085694544172e-06,0.0,0.0,0.0,1.5956699783891235e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.116110932279526e-06,3.4173731066246865e-06,2.155566032629534e-06,1.162410623528835e-06,1.7267513104649992e-06
1979-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.556806222196928e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.568085694544172e-06,0.0,0.0,0.0,1.5956699783891235e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.420358153684823e-06,3.4173731066246865e-06,3.6870640309407923e-06,-1.8258560414252203e-06,2.731057903737918e-06
1979-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.344028473435978e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3630964067101507e-06,1.3219003613531716e-06,0.0,0.0,4.831550705450495e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.420358153684823e-06,3.4173731066246865e-06,-2.905952036027214e-06,-1.8258560414252203e-06,2.731057903737918e-06
1979-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5378057116382548e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.608367378226975e-07,1.3219003613531716e-06,0.0,1.6839953693765762e-06,4.831550705450495e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.249237359367244e-06,5.755269818122853e-06,-4.352104397456297e-06,-2.545479393848481e-06,2.731057903737918e-06
1979-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5378057116382548e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456391563881873e-06,2.2645972446959456e-06,0.0,1.6839953693765762e-06,7.114497092380878e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88066713152174e-06,8.334004398342627e-06,-6.5034055323489196e-06,-3.954478603317835e-06,4.884068972038771e-06
1979-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.57155803948142e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9977408387134072e-06,3.640799391635085e-06,0.0,2.384360713079216e-06,7.114497092380878e-07,0.0,4.563156093292259e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88066713152174e-06,8.334004398342627e-06,-6.5034055323489196e-06,-3.954478603317835e-06,4.884068972038771e-06
1980-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1756498315241243e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4066431351758792e-07,4.859063147478414e-07,0.0,4.411844126792178e-07,1.1641042687955178e-07,0.0,1.2204881978706837e-06,0.0,-1.8470939135608568e-06,0.0,0.0,-1.930781120410832e-06,0.0,5.822517253779054e-07,3.979438394919698e-06,-3.76060848742298e-06,-2.4109500991362294e-06,-1.6008825484658982e-06,1.988159735083906e-06
1980-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1756498315241243e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.203872858517629e-07,8.955515258899793e-07,0.0,7.693155778540159e-07,1.688825042687543e-07,0.0,1.2204881978706837e-06,0.0,-3.4579609760962404e-06,1.2225912731402635e-06,0.0,-3.1654623567211624e-06,0.0,4.1751533960870506e-07,-7.928452758415636e-06,-6.441773230227431e-06,-4.947515894223964e-06,-2.8544625203459146e-06,3.559923117005707e-06
1980-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1756498315241243e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.203872858517629e-07,-1.194180060707423e-06,0.0,7.693155778540159e-07,2.491688483192875e-07,0.0,1.2204881978706837e-06,0.0,-3.4579609760962404e-06,1.7079144893684277e-06,0.0,-4.323058411528987e-06,0.0,6.174584658617996e-07,-1.1330828686351412e-05,-9.27778023546029e-06,-7.9310722488202e-06,-4.016323350155024e-06,-4.103313865187291e-06
1980-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1756498315241243e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.683832625099563e-07,-1.194180060707423e-06,0.0,7.693155778540159e-07,3.357341201800267e-07,0.0,1.2204881978706837e-06,-2.171769375416588e-06,-3.4579609760962404e-06,1.7079144893684277e-06,0.0,-2.896369690419656e-06,0.0,8.35717665776346e-07,-1.1330828686351412e-05,-9.27778023546029e-06,-7.9310722488202e-06,-4.016323350155024e-06,-2.9413757912585935e-06
1980-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1756498315241243e-06,0.0,0.0,3.5891861462072645e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.683832625099563e-07,1.849269468494788e-06,0.0,1.1487071548114726e-06,3.357341201800267e-07,0.0,1.2204881978706837e-06,-2.171769375416588e-06,-3.4579609760962404e-06,-1.504880320550218e-06,0.0,-2.896369690419656e-06,0.0,8.35717665776346e-07,-1.1330828686351412e-05,-6.9309210527742674e-06,-7.9310722488202e-06,-4.016323350155024e-06,-2.9413757912585935e-06
1980-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1756498315241243e-06,0.0,1.015382802711989e-06,-4.3450918104009065e-06,0.0,0.0,0.0,0.0,-1.5591984823331648e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.683832625099563e-07,1.849269468494788e-06,0.0,1.1487071548114726e-06,3.357341201800267e-07,0.0,1.2204881978706837e-06,-2.171769375416588e-06,-3.4579609760962404e-06,-8.514383414493664e-07,0.0,-2.896369690419656e-06,0.0,8.35717665776346e-07,-1.1330828686351412e-05,-6.9309210527742674e-06,-7.9310722488202e-06,-4.016323350155024e-06,-2.9413757912585935e-06
1980-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.950703021428112e-07,0.0,6.151481617003455e-07,2.2603472273195738e-06,0.0,-1.2279848036585198e-06,0.0,0.0,-8.915967194665142e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.561788499114779e-07,-9.434955361357934e-07,0.0,6.119186508932082e-07,2.1415123754639696e-07,0.0,7.20600385402564e-07,-9.938152200680712e-07,1.28997959760176e-06,-2.4290890133754324e-07,-1.6258971268002229e-06,1.487600690382086e-06,0.0,3.300568372803822e-07,1.9527514723149225e-06,1.3260086141890307e-06,-7.800355910115421e-07,-4.366408145757569e-07,-1.3119829638175202e-06
1980-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.080103399597066e-06,0.0,1.1917237510110873e-06,-4.113971364055168e-06,0.0,-2.084935546009073e-06,0.0,0.0,-1.5676997761425117e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.899776571915032e-07,-1.7164425491425472e-06,0.0,1.273132100977259e-06,4.6061987879603403e-07,0.0,1.203885621093242e-06,-2.0107783066323365e-06,-1.8011525830831126e-06,-4.4081536392487905e-07,-3.4012200361386483e-06,-2.720748278742314e-06,0.0,6.45516313953322e-07,3.1724515921799562e-06,-2.415004715517035e-06,1.434165837485671e-06,-8.314614971485601e-07,-2.781205538414166e-06
1980-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.080103399597066e-06,0.0,1.1917237510110873e-06,-5.5242833582145905e-06,0.0,1.920211857605217e-06,0.0,0.0,-2.3764240156920515e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.899776571915032e-07,-1.7164425491425472e-06,0.0,1.273132100977259e-06,4.6061987879603403e-07,0.0,1.203885621093242e-06,-2.0107783066323365e-06,2.036544708255303e-06,-6.386956887345906e-07,-3.4012200361386483e-06,-3.938164925466466e-06,0.0,6.45516313953322e-07,4.319674277398676e-06,-3.4188906790111835e-06,1.434165837485671e-06,-1.171869589980377e-06,-2.781205538414166e-06
1980-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7946492920678092e-06,0.0,1.8492433358554164e-06,-7.679291443826521e-06,0.0,2.5807580590712375e-06,0.0,0.0,-2.3764240156920515e-06,0.0,0.0,0.0,-2.6318176322455967e-06,0.0,0.0,1.2200475253528795e-06,-2.9157313396455197e-06,0.0,2.215043571696806e-06,4.6061987879603403e-07,0.0,2.1187072902947354e-06,-3.7053112927676196e-06,2.904880629629939e-06,-1.2209582860054622e-06,-5.293257005386287e-06,-5.58918278881972e-06,0.0,1.146847772934405e-06,6.856619840378539e-06,-4.687945923588993e-06,2.6463244989268896e-06,8.671497164226644e-08,4.087634469572686e-06
1980-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7946492920678092e-06,0.0,1.8492433358554164e-06,-7.679291443826521e-06,0.0,2.5807580590712375e-06,0.0,0.0,-2.3764240156920515e-06,0.0,0.0,0.0,-2.6318176322455967e-06,0.0,0.0,1.2200475253528795e-06,-4.048690307653313e-06,0.0,-2.4406371407236758e-06,-6.095313214301199e-07,0.0,2.1187072902947354e-06,-3.7053112927676196e-06,2.904880629629939e-06,-1.2209582860054622e-06,-5.293257005386287e-06,-5.58918278881972e-06,0.0,1.146847772934405e-06,2.042946894341077e-06,5.112034561663204e-06,2.6463244989268896e-06,1.414953585690136e-07,-4.3140470877562055e-06
1980-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7946492920678092e-06,0.0,1.8492433358554164e-06,-5.125742218943054e-06,0.0,2.5807580590712375e-06,0.0,0.0,-2.3764240156920515e-06,0.0,0.0,0.0,3.107965217820977e-06,0.0,0.0,-1.0402807722548548e-06,-4.048690307653313e-06,0.0,-2.4406371407236758e-06,-6.095313214301199e-07,0.0,2.1187072902947354e-06,-3.7053112927676196e-06,-2.9915358666083106e-06,-1.2209582860054622e-06,-2.2592409966192386e-06,-5.58918278881972e-06,0.0,8.396069720033691e-07,2.042946894341077e-06,-3.5309239539073543e-06,0.0,2.8354379356187227e-07,-2.487184012028019e-06
1981-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7946492920678092e-06,0.0,1.8492433358554164e-06,-5.125742218943054e-06,0.0,2.5807580590712375e-06,0.0,0.0,-2.3764240156920515e-06,0.0,0.0,0.0,3.107965217820977e-06,0.0,0.0,-1.0402807722548548e-06,-4.048690307653313e-06,0.0,-2.4406371407236758e-06,-6.095313214301199e-07,0.0,2.1187072902947354e-06,-3.7053112927676196e-06,-2.9915358666083106e-06,-1.2209582860054622e-06,-3.3108560076780483e-06,-5.58918278881972e-06,0.0,-8.733218550414156e-07,3.412461986586397e-06,-5.2961666147805e-06,-2.739647590471608e-06,-1.777264045504975e-06,-3.387162230584797e-06
1981-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7946492920678092e-06,0.0,-6.112386665362614e-07,-5.125742218943054e-06,0.0,2.5807580590712375e-06,0.0,0.0,-1.0532345911174218e-06,0.0,0.0,0.0,3.107965217820977e-06,0.0,0.0,-1.0402807722548548e-06,-4.048690307653313e-06,0.0,-1.5194881026412326e-06,-6.095313214301199e-07,0.0,2.1187072902947354e-06,-2.5861837474802596e-06,-2.144846123215937e-06,-1.2209582860054622e-06,-3.3108560076780483e-06,-5.58918278881972e-06,0.0,-8.733218550414156e-07,3.412461986586397e-06,-5.2961666147805e-06,-2.739647590471608e-06,-1.777264045504975e-06,-3.387162230584797e-06
1981-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1830238070032575e-06,0.0,5.700739989977874e-07,-3.74299431650312e-06,0.0,2.5807580590712375e-06,0.0,0.0,-1.0532345911174218e-06,0.0,0.0,0.0,3.107965217820977e-06,0.0,0.0,-7.338136875620425e-07,-2.6048889050521536e-06,0.0,-1.5194881026412326e-06,-4.40282231122161e-07,-3.015176677105394e-06,2.1187072902947354e-06,-1.4820661618006508e-06,1.4847244166417575e-06,-1.2209582860054622e-06,-3.3108560076780483e-06,-2.0761231377622757e-06,0.0,-8.733218550414156e-07,3.412461986586397e-06,3.012984975284911e-07,0.0,0.0,-3.387162230584797e-06
